dataset,experiment,id_code,plate,sirna,well
train,HEPG2-01,HEPG2-01_1_M14,1,1,M14
train,HEPG2-01,HEPG2-01_1_M16,1,33,M16
train,HEPG2-01,HEPG2-01_1_M17,1,352,M17
train,HEPG2-01,HEPG2-01_1_M18,1,972,M18
train,HEPG2-01,HEPG2-01_1_M20,1,647,M20
train,HEPG2-01,HEPG2-01_1_M21,1,715,M21
train,HEPG2-01,HEPG2-01_1_M23,1,974,M23
train,HEPG2-01,HEPG2-01_1_N02,1,221,N02
train,HEPG2-01,HEPG2-01_1_N03,1,482,N03
train,HEPG2-01,HEPG2-01_1_N04,1,793,N04
train,HEPG2-01,HEPG2-01_1_N05,1,705,N05
train,HEPG2-01,HEPG2-01_1_N06,1,572,N06
train,HEPG2-01,HEPG2-01_1_N07,1,296,N07
train,HEPG2-01,HEPG2-01_1_N08,1,109,N08
train,HEPG2-01,HEPG2-01_1_N09,1,981,N09
train,HEPG2-01,HEPG2-01_1_N10,1,500,N10
train,HEPG2-01,HEPG2-01_1_N11,1,982,N11
train,HEPG2-01,HEPG2-01_1_N12,1,962,N12
train,HEPG2-01,HEPG2-01_1_N13,1,986,N13
train,HEPG2-01,HEPG2-01_1_N14,1,471,N14
train,HEPG2-01,HEPG2-01_1_N15,1,514,N15
train,HEPG2-01,HEPG2-01_1_N16,1,439,N16
train,HEPG2-01,HEPG2-01_1_N17,1,293,N17
train,HEPG2-01,HEPG2-01_1_N18,1,158,N18
train,HEPG2-01,HEPG2-01_1_N19,1,983,N19
train,HEPG2-01,HEPG2-01_1_N20,1,831,N20
train,HEPG2-01,HEPG2-01_1_N21,1,875,N21
train,HEPG2-01,HEPG2-01_1_N22,1,302,N22
train,HEPG2-01,HEPG2-01_1_N23,1,618,N23
train,HEPG2-01,HEPG2-01_1_O02,1,620,O02
train,HEPG2-01,HEPG2-01_1_O03,1,657,O03
train,HEPG2-01,HEPG2-01_1_O04,1,505,O04
train,HEPG2-01,HEPG2-01_1_O05,1,1066,O05
train,HEPG2-01,HEPG2-01_1_O06,1,136,O06
train,HEPG2-01,HEPG2-01_1_O07,1,395,O07
train,HEPG2-01,HEPG2-01_1_O08,1,341,O08
train,HEPG2-01,HEPG2-01_1_O09,1,313,O09
train,HEPG2-01,HEPG2-01_1_O10,1,585,O10
train,HEPG2-01,HEPG2-01_1_O11,1,588,O11
train,HEPG2-01,HEPG2-01_1_O12,1,55,O12
train,HEPG2-01,HEPG2-01_1_O13,1,361,O13
train,HEPG2-01,HEPG2-01_1_O14,1,373,O14
train,HEPG2-01,HEPG2-01_1_O15,1,445,O15
train,HEPG2-01,HEPG2-01_1_O16,1,324,O16
train,HEPG2-01,HEPG2-01_1_O17,1,308,O17
train,HEPG2-01,HEPG2-01_1_O19,1,743,O19
train,HEPG2-01,HEPG2-01_1_O20,1,622,O20
train,HEPG2-01,HEPG2-01_1_O21,1,266,O21
train,HEPG2-01,HEPG2-01_1_O22,1,770,O22
train,HEPG2-01,HEPG2-01_1_O23,1,607,O23
train,HEPG2-01,HEPG2-01_2_B03,2,95,B03
train,HEPG2-01,HEPG2-01_2_B04,2,724,B04
train,HEPG2-01,HEPG2-01_2_B05,2,739,B05
train,HEPG2-01,HEPG2-01_2_B06,2,893,B06
train,HEPG2-01,HEPG2-01_2_B07,2,536,B07
train,HEPG2-01,HEPG2-01_2_B08,2,966,B08
train,HEPG2-01,HEPG2-01_2_B09,2,194,B09
train,HEPG2-01,HEPG2-01_2_B10,2,101,B10
train,HEPG2-01,HEPG2-01_2_B11,2,996,B11
train,HEPG2-01,HEPG2-01_2_B12,2,92,B12
train,HEPG2-01,HEPG2-01_2_B13,2,2,B13
train,HEPG2-01,HEPG2-01_2_B14,2,353,B14
train,HEPG2-01,HEPG2-01_2_B15,2,752,B15
train,HEPG2-01,HEPG2-01_2_B16,2,923,B16
train,HEPG2-01,HEPG2-01_2_B17,2,517,B17
train,HEPG2-01,HEPG2-01_2_B18,2,502,B18
train,HEPG2-01,HEPG2-01_2_B19,2,41,B19
train,HEPG2-01,HEPG2-01_2_B20,2,42,B20
train,HEPG2-01,HEPG2-01_2_B21,2,957,B21
train,HEPG2-01,HEPG2-01_2_B22,2,827,B22
train,HEPG2-01,HEPG2-01_2_B23,2,717,B23
train,HEPG2-01,HEPG2-01_2_C02,2,1080,C02
train,HEPG2-01,HEPG2-01_2_C04,2,661,C04
train,HEPG2-01,HEPG2-01_2_C05,2,22,C05
train,HEPG2-01,HEPG2-01_2_C06,2,130,C06
train,HEPG2-01,HEPG2-01_2_C08,2,327,C08
train,HEPG2-01,HEPG2-01_2_C09,2,285,C09
train,HEPG2-01,HEPG2-01_2_C10,2,333,C10
train,HEPG2-01,HEPG2-01_2_C12,2,164,C12
train,HEPG2-01,HEPG2-01_2_C13,2,917,C13
train,HEPG2-01,HEPG2-01_2_C14,2,709,C14
train,HEPG2-01,HEPG2-01_2_C16,2,146,C16
train,HEPG2-01,HEPG2-01_2_C17,2,364,C17
train,HEPG2-01,HEPG2-01_2_C18,2,232,C18
train,HEPG2-01,HEPG2-01_2_C20,2,1019,C20
train,HEPG2-01,HEPG2-01_2_C21,2,965,C21
train,HEPG2-01,HEPG2-01_2_C23,2,887,C23
train,HEPG2-01,HEPG2-01_2_D02,2,423,D02
train,HEPG2-01,HEPG2-01_2_D03,2,349,D03
train,HEPG2-01,HEPG2-01_2_D04,2,131,D04
train,HEPG2-01,HEPG2-01_2_D05,2,941,D05
train,HEPG2-01,HEPG2-01_2_D06,2,539,D06
train,HEPG2-01,HEPG2-01_2_D07,2,87,D07
train,HEPG2-01,HEPG2-01_2_D08,2,305,D08
train,HEPG2-01,HEPG2-01_2_D09,2,303,D09
train,HEPG2-01,HEPG2-01_2_D10,2,196,D10
train,HEPG2-01,HEPG2-01_2_D11,2,228,D11
train,HEPG2-01,HEPG2-01_2_D12,2,263,D12
train,HEPG2-01,HEPG2-01_2_D13,2,336,D13
train,HEPG2-01,HEPG2-01_2_D14,2,153,D14
train,HEPG2-01,HEPG2-01_2_D15,2,108,D15
train,HEPG2-01,HEPG2-01_2_D16,2,393,D16
train,HEPG2-01,HEPG2-01_2_D17,2,1002,D17
train,HEPG2-01,HEPG2-01_2_D18,2,761,D18
train,HEPG2-01,HEPG2-01_2_D19,2,479,D19
train,HEPG2-01,HEPG2-01_2_D20,2,722,D20
train,HEPG2-01,HEPG2-01_2_D21,2,956,D21
train,HEPG2-01,HEPG2-01_2_D22,2,408,D22
train,HEPG2-01,HEPG2-01_2_D23,2,262,D23
train,HEPG2-01,HEPG2-01_2_E02,2,138,E02
train,HEPG2-01,HEPG2-01_2_E03,2,553,E03
train,HEPG2-01,HEPG2-01_2_E04,2,683,E04
train,HEPG2-01,HEPG2-01_2_E05,2,315,E05
train,HEPG2-01,HEPG2-01_2_E06,2,1040,E06
train,HEPG2-01,HEPG2-01_2_E07,2,747,E07
train,HEPG2-01,HEPG2-01_2_E08,2,206,E08
train,HEPG2-01,HEPG2-01_2_E09,2,787,E09
train,HEPG2-01,HEPG2-01_2_E10,2,563,E10
train,HEPG2-01,HEPG2-01_2_E11,2,63,E11
train,HEPG2-01,HEPG2-01_2_E12,2,117,E12
train,HEPG2-01,HEPG2-01_2_E13,2,409,E13
train,HEPG2-01,HEPG2-01_2_E14,2,499,E14
train,HEPG2-01,HEPG2-01_2_E15,2,25,E15
train,HEPG2-01,HEPG2-01_2_E16,2,457,E16
train,HEPG2-01,HEPG2-01_2_E17,2,783,E17
train,HEPG2-01,HEPG2-01_2_E18,2,844,E18
train,HEPG2-01,HEPG2-01_2_E19,2,952,E19
train,HEPG2-01,HEPG2-01_2_E20,2,951,E20
train,HEPG2-01,HEPG2-01_2_E21,2,694,E21
train,HEPG2-01,HEPG2-01_2_E22,2,473,E22
train,HEPG2-01,HEPG2-01_2_E23,2,475,E23
train,HEPG2-01,HEPG2-01_2_F02,2,1033,F02
train,HEPG2-01,HEPG2-01_2_F04,2,189,F04
train,HEPG2-01,HEPG2-01_2_F05,2,414,F05
train,HEPG2-01,HEPG2-01_2_F06,2,735,F06
train,HEPG2-01,HEPG2-01_2_F08,2,781,F08
train,HEPG2-01,HEPG2-01_2_F09,2,597,F09
train,HEPG2-01,HEPG2-01_2_F10,2,826,F10
train,HEPG2-01,HEPG2-01_2_F12,2,714,F12
train,HEPG2-01,HEPG2-01_2_F13,2,667,F13
train,HEPG2-01,HEPG2-01_2_F14,2,751,F14
train,HEPG2-01,HEPG2-01_2_F16,2,1044,F16
train,HEPG2-01,HEPG2-01_2_F17,2,706,F17
train,HEPG2-01,HEPG2-01_2_F18,2,462,F18
train,HEPG2-01,HEPG2-01_2_F20,2,521,F20
train,HEPG2-01,HEPG2-01_2_F21,2,650,F21
train,HEPG2-01,HEPG2-01_2_F23,2,871,F23
train,HEPG2-01,HEPG2-01_2_G02,2,207,G02
train,HEPG2-01,HEPG2-01_2_G03,2,733,G03
train,HEPG2-01,HEPG2-01_2_G04,2,1046,G04
train,HEPG2-01,HEPG2-01_2_G05,2,483,G05
train,HEPG2-01,HEPG2-01_2_G06,2,466,G06
train,HEPG2-01,HEPG2-01_2_G07,2,584,G07
train,HEPG2-01,HEPG2-01_2_G08,2,975,G08
train,HEPG2-01,HEPG2-01_2_G09,2,849,G09
train,HEPG2-01,HEPG2-01_2_G10,2,299,G10
train,HEPG2-01,HEPG2-01_2_G11,2,75,G11
train,HEPG2-01,HEPG2-01_2_G12,2,991,G12
train,HEPG2-01,HEPG2-01_2_G13,2,934,G13
train,HEPG2-01,HEPG2-01_2_G14,2,920,G14
train,HEPG2-01,HEPG2-01_2_G15,2,384,G15
train,HEPG2-01,HEPG2-01_2_G16,2,918,G16
train,HEPG2-01,HEPG2-01_2_G17,2,859,G17
train,HEPG2-01,HEPG2-01_2_G18,2,72,G18
train,HEPG2-01,HEPG2-01_2_G19,2,736,G19
train,HEPG2-01,HEPG2-01_2_G20,2,550,G20
train,HEPG2-01,HEPG2-01_2_G21,2,1032,G21
train,HEPG2-01,HEPG2-01_2_G22,2,424,G22
train,HEPG2-01,HEPG2-01_2_G23,2,1098,G23
train,HEPG2-01,HEPG2-01_2_H02,2,236,H02
train,HEPG2-01,HEPG2-01_2_H04,2,1078,H04
train,HEPG2-01,HEPG2-01_2_H05,2,1077,H05
train,HEPG2-01,HEPG2-01_2_H06,2,558,H06
train,HEPG2-01,HEPG2-01_2_H08,2,600,H08
train,HEPG2-01,HEPG2-01_2_H09,2,19,H09
train,HEPG2-01,HEPG2-01_2_H10,2,801,H10
train,HEPG2-01,HEPG2-01_2_H12,2,1043,H12
train,HEPG2-01,HEPG2-01_2_H13,2,754,H13
train,HEPG2-01,HEPG2-01_2_H14,2,640,H14
train,HEPG2-01,HEPG2-01_2_H16,2,330,H16
train,HEPG2-01,HEPG2-01_2_H17,2,804,H17
train,HEPG2-01,HEPG2-01_2_H18,2,166,H18
train,HEPG2-01,HEPG2-01_2_H20,2,905,H20
train,HEPG2-01,HEPG2-01_2_H21,2,28,H21
train,HEPG2-01,HEPG2-01_2_H23,2,729,H23
train,HEPG2-01,HEPG2-01_2_I02,2,149,I02
train,HEPG2-01,HEPG2-01_2_I03,2,342,I03
train,HEPG2-01,HEPG2-01_2_I04,2,495,I04
train,HEPG2-01,HEPG2-01_2_I05,2,601,I05
train,HEPG2-01,HEPG2-01_2_I06,2,571,I06
train,HEPG2-01,HEPG2-01_2_I07,2,903,I07
train,HEPG2-01,HEPG2-01_2_I08,2,218,I08
train,HEPG2-01,HEPG2-01_2_I09,2,351,I09
train,HEPG2-01,HEPG2-01_2_I10,2,856,I10
train,HEPG2-01,HEPG2-01_2_I11,2,404,I11
train,HEPG2-01,HEPG2-01_2_I12,2,81,I12
train,HEPG2-01,HEPG2-01_2_I13,2,1064,I13
train,HEPG2-01,HEPG2-01_2_I14,2,284,I14
train,HEPG2-01,HEPG2-01_2_I15,2,639,I15
train,HEPG2-01,HEPG2-01_2_I16,2,766,I16
train,HEPG2-01,HEPG2-01_2_I17,2,529,I17
train,HEPG2-01,HEPG2-01_2_I18,2,111,I18
train,HEPG2-01,HEPG2-01_2_I19,2,723,I19
train,HEPG2-01,HEPG2-01_2_I20,2,165,I20
train,HEPG2-01,HEPG2-01_2_I21,2,492,I21
train,HEPG2-01,HEPG2-01_2_I22,2,896,I22
train,HEPG2-01,HEPG2-01_2_I23,2,927,I23
train,HEPG2-01,HEPG2-01_2_J02,2,623,J02
train,HEPG2-01,HEPG2-01_2_J04,2,169,J04
train,HEPG2-01,HEPG2-01_2_J05,2,1070,J05
train,HEPG2-01,HEPG2-01_2_J06,2,851,J06
train,HEPG2-01,HEPG2-01_2_J08,2,1017,J08
train,HEPG2-01,HEPG2-01_2_J09,2,651,J09
train,HEPG2-01,HEPG2-01_2_J10,2,66,J10
train,HEPG2-01,HEPG2-01_2_J12,2,857,J12
train,HEPG2-01,HEPG2-01_2_J13,2,909,J13
train,HEPG2-01,HEPG2-01_2_J14,2,789,J14
train,HEPG2-01,HEPG2-01_2_J16,2,730,J16
train,HEPG2-01,HEPG2-01_2_J17,2,381,J17
train,HEPG2-01,HEPG2-01_2_J18,2,160,J18
train,HEPG2-01,HEPG2-01_2_J20,2,932,J20
train,HEPG2-01,HEPG2-01_2_J21,2,467,J21
train,HEPG2-01,HEPG2-01_2_J23,2,11,J23
train,HEPG2-01,HEPG2-01_2_K02,2,852,K02
train,HEPG2-01,HEPG2-01_2_K03,2,507,K03
train,HEPG2-01,HEPG2-01_2_K04,2,579,K04
train,HEPG2-01,HEPG2-01_2_K05,2,876,K05
train,HEPG2-01,HEPG2-01_2_K06,2,100,K06
train,HEPG2-01,HEPG2-01_2_K07,2,425,K07
train,HEPG2-01,HEPG2-01_2_K08,2,428,K08
train,HEPG2-01,HEPG2-01_2_K09,2,731,K09
train,HEPG2-01,HEPG2-01_2_K10,2,968,K10
train,HEPG2-01,HEPG2-01_2_K11,2,1052,K11
train,HEPG2-01,HEPG2-01_2_K12,2,118,K12
train,HEPG2-01,HEPG2-01_2_K13,2,60,K13
train,HEPG2-01,HEPG2-01_2_K14,2,43,K14
train,HEPG2-01,HEPG2-01_2_K15,2,219,K15
